ID,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
4496.0,35.67,0.22,1.8,2.98,0.8,1.62,0.59,306.74,392.43,16.0,7.0,10.0,0.99,3.0,subcooled,37.9,-1.0,152.0,15.0,2.0,16.85,0.8,7.9,0.33771282
4497.0,35.71,0.22,1.82,2.98,0.82,1.58,0.59,305.48,392.7,16.0,7.0,10.0,0.99,3.0,subcooled,37.9,-1.0,152.0,16.0,2.0,16.85,4.1,-1.7,0.34646469
4498.0,35.79,0.22,1.78,3.01,0.79,1.62,0.59,306.79,393.94,16.0,7.0,10.0,1.02,3.0,subcooled,37.9,-1.0,152.0,17.0,2.0,16.85,4.1,3.1,0.33375266
4499.0,35.71,0.22,1.78,3.0,0.8,1.62,0.6,307.36,393.54,16.0,7.0,10.0,1.0,3.0,subcooled,37.9,-1.0,152.0,18.0,2.0,16.85,4.1,7.9,0.19768685
4500.0,35.7,0.22,1.79,2.99,0.81,1.61,0.59,305.96,393.29,16.0,7.0,10.0,1.0,3.0,subcooled,37.9,-1.0,152.0,19.0,3.0,17.4,-2.75,-1.7,0.38185364
4501.0,35.97,0.22,1.79,3.01,0.81,1.62,0.61,307.17,393.1,16.0,7.0,10.0,0.98,3.0,subcooled,37.9,-1.0,152.0,20.0,3.0,17.4,-2.75,3.1,0.37775847
4502.0,35.87,0.22,1.8,3.01,0.82,1.61,0.6,305.81,392.88,16.0,7.0,10.0,0.99,3.0,subcooled,37.9,-1.0,152.0,21.0,3.0,17.4,-2.75,7.9,0.2957257
4503.0,35.68,0.23,1.79,2.98,0.79,1.62,0.62,305.87,393.11,16.0,7.0,10.0,0.99,3.0,subcooled,37.9,-1.0,152.0,22.0,4.0,17.4,-2.5,8.2,0.22644822
4504.0,35.77,0.22,1.8,2.99,0.8,1.6,0.6,307.43,392.48,16.0,7.0,10.0,1.0,3.0,subcooled,37.9,-1.0,152.0,23.0,4.0,17.4,0.8,8.2,0.15771854
4505.0,35.87,0.22,1.82,3.0,0.8,1.59,0.59,306.45,393.35,16.0,7.0,10.0,0.98,3.0,subcooled,37.9,-1.0,152.0,24.0,4.0,17.4,4.1,8.2,0.10634038
4506.0,35.73,0.22,1.79,2.99,0.81,1.62,0.61,306.57,393.01,16.0,7.0,10.0,0.99,3.0,subcooled,37.9,-1.0,152.0,25.0,5.0,17.4,4.35,-1.7,0.16890258
4507.0,35.53,0.23,1.78,2.99,0.8,1.59,0.61,307.34,393.09,16.0,7.0,10.0,1.0,3.0,subcooled,37.9,-1.0,152.0,26.0,5.0,17.4,4.35,3.1,0.16613378
4508.0,35.54,0.23,1.79,2.99,0.79,1.61,0.59,305.7,392.65,16.0,7.0,10.0,1.02,3.0,subcooled,37.9,-1.0,152.0,27.0,5.0,17.4,4.35,7.9,0.11311398
4509.0,32.1,0.6,2.79,4.8,0.59,0.61,0.2,484.61,365.64,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,1.0,1.0,13.85,3.5,-0.5,0.074865639
4510.0,31.96,0.59,2.78,4.8,0.61,0.59,0.21,484.03,364.81,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,2.0,1.0,13.85,3.5,3.8,0.078146145
4511.0,31.96,0.6,2.8,4.82,0.61,0.62,0.21,483.28,365.32,12.0,3.0,9.0,0.39,22.0,subcooled,37.9,-1.0,152.0,3.0,1.0,13.85,3.5,8.1,0.094821386
4512.0,31.91,0.6,2.78,4.82,0.59,0.59,0.21,484.05,365.59,12.0,3.0,9.0,0.41,22.0,subcooled,37.9,-1.0,152.0,4.0,1.0,13.85,4.8,-0.5,0.054457877
4513.0,31.95,0.6,2.8,4.78,0.62,0.59,0.2,484.09,365.75,12.0,3.0,9.0,0.42,22.0,subcooled,37.9,-1.0,152.0,5.0,1.0,13.85,4.8,3.8,0.058882054
4514.0,32.0,0.6,2.81,4.81,0.58,0.58,0.19,484.29,365.64,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,6.0,1.0,13.85,4.8,8.1,0.077463605
4515.0,32.17,0.59,2.81,4.82,0.6,0.6,0.21,483.97,364.69,12.0,3.0,9.0,0.39,22.0,subcooled,37.9,-1.0,152.0,7.0,1.0,13.85,6.1,-0.5,0.058984935
4516.0,32.0,0.59,2.79,4.8,0.6,0.59,0.22,482.96,364.66,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,8.0,1.0,13.85,6.1,3.8,0.059072383
4517.0,31.89,0.6,2.79,4.8,0.6,0.58,0.2,484.41,365.21,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,9.0,1.0,13.85,6.1,8.1,0.08929763
4518.0,32.03,0.6,2.81,4.79,0.6,0.6,0.2,483.38,364.38,12.0,3.0,9.0,0.39,22.0,subcooled,37.9,-1.0,152.0,10.0,2.0,13.35,3.5,-0.5,0.26616567
4519.0,32.15,0.6,2.79,4.81,0.61,0.58,0.22,483.71,364.84,12.0,3.0,9.0,0.38,22.0,subcooled,37.9,-1.0,152.0,11.0,2.0,13.35,3.5,3.8,0.27638426
4520.0,32.02,0.59,2.82,4.81,0.59,0.6,0.22,483.86,364.72,12.0,3.0,9.0,0.38,22.0,subcooled,37.9,-1.0,152.0,12.0,2.0,13.35,3.5,8.1,0.26371089
4521.0,32.1,0.6,2.82,4.8,0.59,0.62,0.2,483.79,365.12,12.0,3.0,9.0,0.41,22.0,subcooled,37.9,-1.0,152.0,13.0,2.0,13.35,4.8,-0.5,0.29034925
4522.0,31.98,0.59,2.81,4.79,0.59,0.61,0.19,483.69,365.33,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,14.0,2.0,13.35,4.8,3.8,0.3066085
4523.0,31.92,0.59,2.78,4.81,0.6,0.6,0.21,483.57,364.71,12.0,3.0,9.0,0.39,22.0,subcooled,37.9,-1.0,152.0,15.0,2.0,13.35,4.8,8.1,0.30214083
4524.0,32.1,0.6,2.8,4.78,0.6,0.59,0.2,484.26,365.6,12.0,3.0,9.0,0.41,22.0,subcooled,37.9,-1.0,152.0,16.0,2.0,13.35,6.1,-0.5,0.24437881
4525.0,31.89,0.59,2.8,4.8,0.58,0.6,0.2,485.26,365.26,12.0,3.0,9.0,0.41,22.0,subcooled,37.9,-1.0,152.0,17.0,2.0,13.35,6.1,3.8,0.26343399
4526.0,31.85,0.59,2.8,4.8,0.58,0.59,0.2,483.3,364.79,12.0,3.0,9.0,0.41,22.0,subcooled,37.9,-1.0,152.0,18.0,2.0,13.35,6.1,8.1,0.27125844
4527.0,32.01,0.6,2.8,4.81,0.61,0.6,0.21,482.58,365.51,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,19.0,3.0,13.6,3.25,-0.5,0.18613119
4528.0,32.09,0.6,2.8,4.78,0.6,0.62,0.19,483.79,364.79,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,20.0,3.0,13.6,3.25,3.8,0.19317381
4529.0,32.0,0.59,2.78,4.8,0.61,0.61,0.18,484.09,364.97,12.0,3.0,9.0,0.38,22.0,subcooled,37.9,-1.0,152.0,21.0,3.0,13.6,3.25,8.1,0.18447201
4530.0,31.82,0.6,2.82,4.8,0.6,0.58,0.19,485.11,364.75,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,22.0,4.0,13.6,3.5,8.4,0.13627037
4531.0,31.98,0.6,2.79,4.79,0.59,0.6,0.2,483.41,365.41,12.0,3.0,9.0,0.4,22.0,subcooled,37.9,-1.0,152.0,23.0,4.0,13.6,4.8,8.4,0.12681627
4532.0,32.01,0.6,2.8,4.81,0.6,0.58,0.21,483.94,364.84,12.0,3.0,9.0,0.39,22.0,subcooled,37.9,-1.0,152.0,24.0,4.0,13.6,6.1,8.4,0.12701407
4533.0,31.98,0.6,2.78,4.8,0.62,0.61,0.18,483.77,365.24,12.0,3.0,9.0,0.38,22.0,subcooled,37.9,-1.0,152.0,25.0,5.0,13.6,6.35,-0.5,0.10928702
4534.0,32.07,0.6,2.81,4.81,0.59,0.62,0.19,482.97,365.01,12.0,3.0,9.0,0.39,22.0,subcooled,37.9,-1.0,152.0,26.0,5.0,13.6,6.35,3.8,0.11771522
4535.0,32.04,0.59,2.78,4.81,0.6,0.6,0.21,483.28,365.46,12.0,3.0,9.0,0.41,22.0,subcooled,37.9,-1.0,152.0,27.0,5.0,13.6,6.35,8.1,0.12883894
4536.0,18.14,0.57,2.02,7.2,1.01,0.18,0.42,540.75,318.96,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,1.0,1.0,17.25,-5.0,-0.2,0.091921553
4537.0,18.35,0.57,2.02,7.19,1.02,0.21,0.39,542.05,319.45,14.0,12.0,15.0,2.18,3.0,subcooled,37.9,-1.0,152.0,2.0,1.0,17.25,-5.0,7.1,0.096828505
4538.0,18.23,0.56,2.01,7.22,0.99,0.19,0.4,540.16,319.6,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,3.0,1.0,17.25,-5.0,14.4,0.10765073
4539.0,18.46,0.57,2.0,7.19,1.02,0.21,0.38,541.0,319.42,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,4.0,1.0,17.25,0.8,-0.2,0.054161523
4540.0,18.21,0.57,2.0,7.22,1.0,0.21,0.41,540.01,318.35,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,5.0,1.0,17.25,0.8,7.1,0.053132169
4541.0,18.36,0.57,2.02,7.2,0.98,0.2,0.4,539.39,319.15,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,6.0,1.0,17.25,0.8,14.4,0.040114839
4542.0,18.43,0.57,1.98,7.21,0.99,0.22,0.38,540.31,318.68,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,7.0,1.0,17.25,6.6,-0.2,0.039413672
4543.0,18.31,0.57,2.0,7.19,1.0,0.18,0.38,540.49,318.87,14.0,12.0,15.0,2.22,3.0,subcooled,37.9,-1.0,152.0,8.0,1.0,17.25,6.6,7.1,0.043020967
4544.0,18.22,0.57,1.98,7.18,1.02,0.19,0.41,541.57,318.89,14.0,12.0,15.0,2.18,3.0,subcooled,37.9,-1.0,152.0,9.0,1.0,17.25,6.6,14.4,0.055913456
4545.0,18.36,0.58,2.0,7.21,1.02,0.2,0.38,540.0,319.4,14.0,12.0,15.0,2.22,3.0,subcooled,37.9,-1.0,152.0,10.0,2.0,14.95,-5.0,-0.2,0.3338362
4546.0,18.27,0.57,1.98,7.21,0.99,0.2,0.42,541.14,318.87,14.0,12.0,15.0,2.18,3.0,subcooled,37.9,-1.0,152.0,11.0,2.0,14.95,-5.0,7.1,0.36698952
4547.0,18.41,0.57,2.02,7.19,0.99,0.19,0.42,540.5,319.01,14.0,12.0,15.0,2.18,3.0,subcooled,37.9,-1.0,152.0,12.0,2.0,14.95,-5.0,14.4,0.303727
4548.0,18.37,0.57,2.0,7.2,1.0,0.18,0.39,539.74,318.61,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,13.0,2.0,14.95,0.8,-0.2,0.45554417
4549.0,18.21,0.57,1.99,7.19,1.02,0.19,0.38,541.01,318.68,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,14.0,2.0,14.95,0.8,7.1,0.45185438
4550.0,18.15,0.57,2.0,7.21,1.01,0.18,0.42,540.7,318.76,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,15.0,2.0,14.95,0.8,14.4,0.33506805
4551.0,18.32,0.57,1.99,7.21,0.99,0.2,0.39,539.29,319.49,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,16.0,2.0,14.95,6.6,-0.2,0.28441855
4552.0,18.24,0.57,1.98,7.19,1.01,0.2,0.42,539.09,318.95,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,17.0,2.0,14.95,6.6,7.1,0.33082956
4553.0,18.28,0.57,2.01,7.22,0.98,0.18,0.4,539.19,318.81,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,18.0,2.0,14.95,6.6,14.4,0.27789649
4554.0,18.31,0.57,2.01,7.21,0.98,0.21,0.4,540.93,319.74,14.0,12.0,15.0,2.21,3.0,subcooled,37.9,-1.0,152.0,19.0,3.0,16.1,-5.25,-0.2,0.25036529
4555.0,18.24,0.57,1.99,7.21,1.02,0.2,0.4,539.6,319.85,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,20.0,3.0,16.1,-5.25,7.1,0.25006661
4556.0,18.25,0.57,1.99,7.2,0.99,0.2,0.4,540.17,319.05,14.0,12.0,15.0,2.21,3.0,subcooled,37.9,-1.0,152.0,21.0,3.0,16.1,-5.25,14.4,0.21429881
4557.0,18.36,0.57,2.01,7.22,0.99,0.18,0.41,540.72,319.67,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,22.0,4.0,16.1,-5.0,14.7,0.16061553
4558.0,18.31,0.57,2.01,7.2,0.98,0.18,0.4,539.59,319.63,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,23.0,4.0,16.1,0.8,14.7,0.10016812
4559.0,18.21,0.57,2.0,7.2,1.01,0.19,0.41,539.83,319.21,14.0,12.0,15.0,2.18,3.0,subcooled,37.9,-1.0,152.0,24.0,4.0,16.1,6.6,14.7,0.11629295
4560.0,18.42,0.57,2.0,7.18,1.0,0.22,0.38,540.49,319.41,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,25.0,5.0,16.1,6.85,-0.2,0.11279511
4561.0,18.1,0.57,2.0,7.21,1.01,0.18,0.42,540.39,318.85,14.0,12.0,15.0,2.19,3.0,subcooled,37.9,-1.0,152.0,26.0,5.0,16.1,6.85,7.1,0.12659891
4562.0,18.26,0.57,1.99,7.22,1.02,0.2,0.42,540.76,319.01,14.0,12.0,15.0,2.2,3.0,subcooled,37.9,-1.0,152.0,27.0,5.0,16.1,6.85,14.4,0.11358648
4563.0,31.14,0.32,2.79,1.8,1.41,1.21,0.99,470.57,284.32,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,1.0,1.0,9.25,-4.7,-1.5,0.18093969
4564.0,31.11,0.32,2.78,1.82,1.39,1.2,0.99,470.81,284.64,5.0,11.0,10.0,2.8,6.0,subcooled,37.9,-1.0,152.0,2.0,1.0,9.25,-4.7,3.3,0.18980791
4565.0,31.11,0.33,2.81,1.82,1.39,1.21,0.99,470.49,284.81,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,3.0,1.0,9.25,-4.7,8.1,0.18521009
4566.0,31.14,0.33,2.79,1.79,1.39,1.2,0.99,470.6,284.62,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,4.0,1.0,9.25,0.6,-1.5,0.12288222
4567.0,31.01,0.33,2.81,1.8,1.41,1.21,0.98,470.66,285.52,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,5.0,1.0,9.25,0.6,3.3,0.13057965
4568.0,30.95,0.33,2.82,1.8,1.4,1.2,1.0,470.89,285.5,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,6.0,1.0,9.25,0.6,8.1,0.12561856
4569.0,31.15,0.33,2.78,1.8,1.4,1.19,1.0,472.01,284.88,5.0,11.0,10.0,2.8,6.0,subcooled,37.9,-1.0,152.0,7.0,1.0,9.25,5.9,-1.5,0.095277272
4570.0,31.08,0.33,2.81,1.79,1.42,1.22,1.0,469.67,284.88,5.0,11.0,10.0,2.78,6.0,subcooled,37.9,-1.0,152.0,8.0,1.0,9.25,5.9,3.3,0.096550643
4571.0,31.02,0.33,2.81,1.8,1.39,1.18,0.98,470.55,285.15,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,9.0,1.0,9.25,5.9,8.1,0.084564298
4572.0,30.9,0.33,2.79,1.81,1.41,1.18,0.99,470.62,285.32,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,10.0,2.0,6.35,-4.7,-1.5,1.3911971
4573.0,30.94,0.32,2.81,1.81,1.42,1.2,1.0,472.02,284.51,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,11.0,2.0,6.35,-4.7,3.3,0.68974859
4574.0,31.18,0.33,2.81,1.8,1.39,1.21,1.0,471.13,284.89,5.0,11.0,10.0,2.82,6.0,subcooled,37.9,-1.0,152.0,12.0,2.0,6.35,-4.7,8.1,0.58861774
4575.0,31.17,0.32,2.78,1.82,1.4,1.21,0.99,471.91,285.56,5.0,11.0,10.0,2.8,6.0,subcooled,37.9,-1.0,152.0,13.0,2.0,6.35,0.6,-1.5,1.6850343
4576.0,31.15,0.33,2.79,1.81,1.41,1.2,0.99,470.92,285.57,5.0,11.0,10.0,2.82,6.0,subcooled,37.9,-1.0,152.0,14.0,2.0,6.35,0.6,3.3,0.73777252
4577.0,31.05,0.33,2.79,1.79,1.39,1.19,1.02,470.47,284.88,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,15.0,2.0,6.35,0.6,8.1,0.63522935
4578.0,31.17,0.33,2.81,1.81,1.42,1.18,1.0,468.94,284.54,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,16.0,2.0,6.35,5.9,-1.5,1.2991322
4579.0,31.22,0.33,2.82,1.79,1.39,1.19,1.0,470.27,285.13,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,17.0,2.0,6.35,5.9,3.3,0.66176784
4580.0,31.06,0.33,2.79,1.8,1.39,1.21,1.02,469.75,284.88,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,18.0,2.0,6.35,5.9,8.1,0.57201982
4581.0,31.23,0.33,2.79,1.78,1.41,1.2,1.0,470.66,285.06,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,19.0,3.0,7.8,-4.95,-1.5,0.74667603
4582.0,31.16,0.33,2.81,1.81,1.39,1.21,0.98,469.61,285.19,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,20.0,3.0,7.8,-4.95,3.3,0.66847587
4583.0,31.14,0.33,2.79,1.78,1.42,1.22,0.99,469.29,284.63,5.0,11.0,10.0,2.82,6.0,subcooled,37.9,-1.0,152.0,21.0,3.0,7.8,-4.95,8.1,0.39844102
4584.0,31.11,0.33,2.79,1.79,1.42,1.18,0.99,469.55,285.67,5.0,11.0,10.0,2.8,6.0,subcooled,37.9,-1.0,152.0,22.0,4.0,7.8,-4.7,8.4,0.19820458
4585.0,31.16,0.33,2.8,1.78,1.38,1.21,0.99,470.69,284.75,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,23.0,4.0,7.8,0.6,8.4,0.13718905
4586.0,30.96,0.33,2.79,1.8,1.4,1.22,0.99,470.2,285.08,5.0,11.0,10.0,2.79,6.0,subcooled,37.9,-1.0,152.0,24.0,4.0,7.8,5.9,8.4,0.16690014
4587.0,31.16,0.33,2.82,1.81,1.38,1.19,1.0,470.26,284.55,5.0,11.0,10.0,2.81,6.0,subcooled,37.9,-1.0,152.0,25.0,5.0,7.8,6.15,-1.5,0.25455502
4588.0,31.07,0.33,2.79,1.8,1.39,1.19,1.0,470.33,284.79,5.0,11.0,10.0,2.78,6.0,subcooled,37.9,-1.0,152.0,26.0,5.0,7.8,6.15,3.3,0.20554894
4589.0,31.04,0.33,2.82,1.81,1.42,1.2,1.01,472.19,284.86,5.0,11.0,10.0,2.82,6.0,subcooled,37.9,-1.0,152.0,27.0,5.0,7.8,6.15,8.1,0.1888438
4590.0,32.84,0.52,1.59,4.01,1.19,0.39,0.62,327.83,295.55,14.0,11.0,8.0,3.0,26.0,subcooled,42.5,-42.0,96.7,1.0,1.0,17.85,1.5,-0.5,0.076310739
4591.0,32.71,0.52,1.61,4.0,1.18,0.41,0.61,327.76,295.78,14.0,11.0,8.0,3.02,26.0,subcooled,42.5,-42.0,96.7,2.0,1.0,17.85,1.5,3.3,0.077301137
4592.0,32.8,0.52,1.62,3.98,1.19,0.41,0.62,330.1,295.35,14.0,11.0,8.0,2.99,26.0,subcooled,42.5,-42.0,96.7,3.0,1.0,17.85,1.5,7.1,0.085909367
4593.0,32.76,0.52,1.6,4.01,1.21,0.42,0.61,327.3,295.77,14.0,11.0,8.0,3.0,26.0,subcooled,42.5,-42.0,96.7,4.0,1.0,17.85,6.8,-0.5,0.0291257
4594.0,32.82,0.52,1.61,3.99,1.21,0.4,0.61,326.69,295.74,14.0,11.0,8.0,3.0,26.0,subcooled,42.5,-42.0,96.7,5.0,1.0,17.85,6.8,3.3,0.046331517
4595.0,32.8,0.52,1.59,3.98,1.18,0.42,0.62,327.91,295.67,14.0,11.0,8.0,3.02,26.0,subcooled,42.5,-42.0,96.7,6.0,1.0,17.85,6.8,7.1,0.042708047
4596.0,32.58,0.52,1.6,3.99,1.2,0.39,0.6,327.29,295.87,14.0,11.0,8.0,2.98,26.0,subcooled,42.5,-42.0,96.7,7.0,1.0,17.85,12.1,-0.5,0.052826427
4597.0,32.82,0.52,1.61,3.99,1.2,0.4,0.6,328.33,295.66,14.0,11.0,8.0,2.98,26.0,subcooled,42.5,-42.0,96.7,8.0,1.0,17.85,12.1,3.3,0.030337323
4598.0,32.76,0.52,1.6,4.01,1.19,0.38,0.61,326.4,296.11,14.0,11.0,8.0,3.01,26.0,subcooled,42.5,-42.0,96.7,9.0,1.0,17.85,12.1,7.1,0.059182514
4599.0,32.81,0.52,1.58,3.99,1.21,0.41,0.6,327.82,296.03,14.0,11.0,8.0,2.99,26.0,subcooled,42.5,-42.0,96.7,10.0,2.0,14.75,1.5,-0.5,0.40138784
4600.0,32.92,0.52,1.59,4.01,1.2,0.39,0.62,327.99,295.75,14.0,11.0,8.0,3.02,26.0,subcooled,42.5,-42.0,96.7,11.0,2.0,14.75,1.5,3.3,0.40011388
4601.0,32.68,0.52,1.61,4.01,1.19,0.41,0.59,326.73,296.07,14.0,11.0,8.0,3.01,26.0,subcooled,42.5,-42.0,96.7,12.0,2.0,14.75,1.5,7.1,0.36797181
4602.0,32.84,0.52,1.59,4.02,1.2,0.39,0.61,327.23,295.87,14.0,11.0,8.0,3.01,26.0,subcooled,42.5,-42.0,96.7,13.0,2.0,14.75,6.8,-0.5,0.40826532
4603.0,32.8,0.53,1.59,4.01,1.19,0.42,0.58,327.0,295.3,14.0,11.0,8.0,2.98,26.0,subcooled,42.5,-42.0,96.7,14.0,2.0,14.75,6.8,3.3,0.41275087
4604.0,32.68,0.52,1.59,3.98,1.19,0.41,0.58,328.0,295.69,14.0,11.0,8.0,2.99,26.0,subcooled,42.5,-42.0,96.7,15.0,2.0,14.75,6.8,7.1,0.38279176
4605.0,32.75,0.52,1.62,4.0,1.22,0.4,0.6,328.82,295.54,14.0,11.0,8.0,2.99,26.0,subcooled,42.5,-42.0,96.7,16.0,2.0,14.75,12.1,-0.5,0.31401205
4606.0,32.93,0.52,1.6,4.01,1.2,0.39,0.59,326.76,295.43,14.0,11.0,8.0,3.0,26.0,subcooled,42.5,-42.0,96.7,17.0,2.0,14.75,12.1,3.3,0.31817773
4607.0,33.04,0.52,1.6,4.0,1.19,0.42,0.62,327.68,295.93,14.0,11.0,8.0,3.02,26.0,subcooled,42.5,-42.0,96.7,18.0,2.0,14.75,12.1,7.1,0.3006154
4608.0,32.85,0.52,1.61,3.99,1.21,0.39,0.61,327.55,295.63,14.0,11.0,8.0,2.98,26.0,subcooled,42.5,-42.0,96.7,19.0,3.0,16.3,1.25,-0.5,0.23317097
4609.0,32.83,0.52,1.59,4.01,1.21,0.41,0.61,329.52,295.96,14.0,11.0,8.0,2.99,26.0,subcooled,42.5,-42.0,96.7,20.0,3.0,16.3,1.25,3.3,0.23415495
4610.0,32.74,0.52,1.62,4.01,1.19,0.38,0.59,328.19,296.04,14.0,11.0,8.0,2.99,26.0,subcooled,42.5,-42.0,96.7,21.0,3.0,16.3,1.25,7.1,0.20492463
4611.0,32.54,0.52,1.59,4.02,1.21,0.42,0.61,327.69,295.93,14.0,11.0,8.0,3.02,26.0,subcooled,42.5,-42.0,96.7,22.0,4.0,16.3,1.5,7.4,0.15528566
4612.0,32.82,0.52,1.61,4.0,1.19,0.4,0.59,328.58,294.94,14.0,11.0,8.0,3.02,26.0,subcooled,42.5,-42.0,96.7,23.0,4.0,16.3,6.8,7.4,0.1266844
4613.0,32.7,0.52,1.59,3.99,1.2,0.39,0.62,328.65,295.89,14.0,11.0,8.0,2.99,26.0,subcooled,42.5,-42.0,96.7,24.0,4.0,16.3,12.1,7.4,0.10891242
4614.0,32.75,0.52,1.6,4.0,1.18,0.39,0.58,327.36,295.48,14.0,11.0,8.0,3.01,26.0,subcooled,42.5,-42.0,96.7,25.0,5.0,16.3,12.35,-0.5,0.088611513
4615.0,32.65,0.52,1.61,3.99,1.19,0.41,0.62,328.64,295.71,14.0,11.0,8.0,3.01,26.0,subcooled,42.5,-42.0,96.7,26.0,5.0,16.3,12.35,3.3,0.08895801
4616.0,32.8,0.52,1.59,3.98,1.21,0.4,0.6,326.24,295.62,14.0,11.0,8.0,3.02,26.0,subcooled,42.5,-42.0,96.7,27.0,5.0,16.3,12.35,7.1,0.11266078
4617.0,30.83,0.14,2.79,1.01,1.61,0.8,1.42,367.9,332.76,6.0,14.0,12.0,2.02,15.0,subcooled,42.5,-42.0,96.7,1.0,1.0,9.45,-5.2,-1.3,0.17759509
4618.0,30.79,0.14,2.81,0.99,1.58,0.81,1.39,367.97,333.07,6.0,14.0,12.0,2.0,15.0,subcooled,42.5,-42.0,96.7,2.0,1.0,9.45,-5.2,4.5,0.1840041
4619.0,30.92,0.14,2.78,1.01,1.59,0.8,1.39,367.46,332.44,6.0,14.0,12.0,2.0,15.0,subcooled,42.5,-42.0,96.7,3.0,1.0,9.45,-5.2,10.3,0.16840978
4620.0,30.86,0.14,2.82,0.99,1.6,0.78,1.39,367.63,332.9,6.0,14.0,12.0,2.01,15.0,subcooled,42.5,-42.0,96.7,4.0,1.0,9.45,1.6,-1.3,0.07790491
4621.0,30.88,0.13,2.81,1.01,1.59,0.79,1.39,367.34,333.02,6.0,14.0,12.0,2.01,15.0,subcooled,42.5,-42.0,96.7,5.0,1.0,9.45,1.6,4.5,0.075924113
4622.0,30.93,0.14,2.79,0.98,1.58,0.82,1.42,367.25,332.54,6.0,14.0,12.0,2.01,15.0,subcooled,42.5,-42.0,96.7,6.0,1.0,9.45,1.6,10.3,0.074277706
4623.0,30.9,0.14,2.79,0.98,1.6,0.79,1.4,368.54,332.07,6.0,14.0,12.0,2.02,15.0,subcooled,42.5,-42.0,96.7,7.0,1.0,9.45,8.4,-1.3,0.069944255
4624.0,30.65,0.14,2.8,1.02,1.58,0.81,1.42,368.23,332.58,6.0,14.0,12.0,2.0,15.0,subcooled,42.5,-42.0,96.7,8.0,1.0,9.45,8.4,4.5,0.06831079
4625.0,30.79,0.13,2.81,1.01,1.59,0.81,1.41,366.6,332.57,6.0,14.0,12.0,2.0,15.0,subcooled,42.5,-42.0,96.7,9.0,1.0,9.45,8.4,10.3,0.070609711
